date_agg,week_date,days_since_coinbase,herfindal_index
202027,2020-02-10,75,0.15226114152053849
202027,2020-02-10,76,0.15225862417380776
202027,2020-02-10,77,0.15225576080327455
202027,2020-02-10,78,0.1522524808130368
202027,2020-02-10,79,0.15225119084863759
202027,2020-02-10,80,0.15224903766633607
202027,2020-02-10,81,0.15224902143289204
202027,2020-02-10,82,0.15224848044394909
202027,2020-02-10,83,0.15224780292013543
202027,2020-02-10,84,0.1522471325341149
202027,2020-02-10,85,0.15213953108405351
202027,2020-02-10,86,0.15207807807464155
202027,2020-02-10,87,0.15207753780805125
202027,2020-02-10,88,0.15207308802482908
202027,2020-02-10,89,0.15206424693215156
202027,2020-02-10,90,0.15206177199663495
202027,2020-02-10,91,0.15206180029238889
202027,2020-02-10,92,0.1520618254598754
202027,2020-02-10,93,0.15206187021273229
202027,2020-02-10,94,0.15206194898539657
202027,2020-02-10,95,0.15206198222980852
202027,2020-02-10,96,0.15206199675661797
202027,2020-02-10,97,0.15206199997072645
202027,2020-02-10,98,0.15206154677791764
202027,2020-02-10,99,0.15205952898892647
202027,2020-02-10,100,0.15205932037662237
202027,2020-02-10,101,0.15205921054597557
202027,2020-02-10,102,0.15205905514084148
202027,2020-02-10,103,0.15205601639982649
202027,2020-02-10,104,0.15205559024629942
202027,2020-02-10,105,0.15205552345910622
202027,2020-02-10,106,0.152055353661702
202027,2020-02-10,107,0.15205330870895006
202027,2020-02-10,108,0.1520531710802506
202027,2020-02-10,109,0.15205309988159915
202027,2020-02-10,110,0.15204914749465412
202027,2020-02-10,111,0.15203497449063719
202027,2020-02-10,112,0.15203495797947814
202027,2020-02-10,113,0.15203488436455737
202027,2020-02-10,114,0.15203307618516521
202027,2020-02-10,115,0.15203144852547334
202027,2020-02-10,116,0.15203144625062753
202027,2020-02-10,117,0.15203137259680735
202027,2020-02-10,118,0.15203086181877959
202027,2020-02-10,119,0.15203018540351476
202027,2020-02-10,120,0.15203015986451615
202027,2020-02-10,121,0.1520301411557414
202027,2020-02-10,122,0.15203008792764242
202027,2020-02-10,123,0.15203000685853368
202027,2020-02-10,124,0.15203000158562194
202027,2020-02-10,125,0.15203000013645457
202027,2020-02-10,126,0.15202997748551231
202027,2020-02-10,127,0.15202998313341942
202027,2020-02-10,128,0.15202858462392135
202027,2020-02-10,129,0.15202858321884871
202027,2020-02-10,130,0.15202859261773366
202027,2020-02-10,131,0.1520285779154211
202027,2020-02-10,132,0.15202856409809606
202027,2020-02-10,133,0.15202829535550072
202027,2020-02-10,134,0.1520282786435973
202027,2020-02-10,135,0.15202735556727656
202027,2020-02-10,136,0.153760506568433
202027,2020-02-10,137,0.16158101000387365
202027,2020-02-10,138,0.16005696061943656
202027,2020-02-10,139,0.15643715730853774
202027,2020-02-10,140,0.13357066814890892
202027,2020-02-10,141,0.12453642143044862
202028,2020-02-17,0,0.98210070015728546
202028,2020-02-17,1,0.664318995952545
202028,2020-02-17,2,0.34152437472193209
202028,2020-02-17,3,0.256012391881274
202028,2020-02-17,4,0.22903614160225302
202028,2020-02-17,5,0.22118792391339942
202028,2020-02-17,6,0.21599725902359118
202028,2020-02-17,7,0.20807809497258065
202028,2020-02-17,8,0.20462247216783883
202028,2020-02-17,9,0.2010092878163631
202028,2020-02-17,10,0.20018586033323277
202028,2020-02-17,11,0.1986723507589597
202028,2020-02-17,12,0.19610202262947715
202028,2020-02-17,13,0.19260060600632967
202028,2020-02-17,14,0.190668210806828
202028,2020-02-17,15,0.1900644689789408
202028,2020-02-17,16,0.18937008738962688
202028,2020-02-17,17,0.18642300556746561
202028,2020-02-17,18,0.18619396543409009
202028,2020-02-17,19,0.18580253885698034
202028,2020-02-17,20,0.18428573087521741
202028,2020-02-17,21,0.18317075211048631
202028,2020-02-17,22,0.18299828377331259
202028,2020-02-17,23,0.18243769072330301
202028,2020-02-17,24,0.18188649424218539
202028,2020-02-17,25,0.18176147665137773
202028,2020-02-17,26,0.18094076591390848
202028,2020-02-17,27,0.18046112856629123
202028,2020-02-17,28,0.1804108787814952
202028,2020-02-17,29,0.18040433123855273
202028,2020-02-17,30,0.18039980218602375
202028,2020-02-17,31,0.18029397127567856
202028,2020-02-17,32,0.18029302710591008
202028,2020-02-17,33,0.18029102204454783
202028,2020-02-17,34,0.18013696060035111
202028,2020-02-17,35,0.18013648955339209
202028,2020-02-17,36,0.18013488390430654
202028,2020-02-17,37,0.18013149804067219
202028,2020-02-17,38,0.17954492061819793
202028,2020-02-17,39,0.17935694689174522
202028,2020-02-17,40,0.17916262165387065
202028,2020-02-17,41,0.17916131437679697
202028,2020-02-17,42,0.17916020162804303
202028,2020-02-17,43,0.17915787493085772
202028,2020-02-17,44,0.1791532748101107
202028,2020-02-17,45,0.17915263108729351
202028,2020-02-17,46,0.1790333054733709
202028,2020-02-17,47,0.17903220751310309
202028,2020-02-17,48,0.17902158390466932
202028,2020-02-17,49,0.17902129772250572
