month,bucket,bucket_type,tx_count
2013-11-01,$0.00065-$0.0009,usd,75246
2013-11-01,$0.0009-$0.001,usd,24406
2013-11-01,$0.001-$0.0015,usd,75927
2013-11-01,$0.0015-$0.002,usd,58118
2013-11-01,$0.002-$0.003,usd,43449
2013-11-01,$0.003-$0.0045,usd,34174
2013-11-01,$0.0045-$0.007,usd,5036
2013-11-01,$0.007-$0.01,usd,1980
2013-11-01,$0.01-$0.15,usd,5215
2013-11-01,$0.15+,usd,35
2013-12-01,0,sats,103925
2013-12-01,0-2,sats,3477
2013-12-01,100-130,sats,16492
2013-12-01,12-18,sats,94595
2013-12-01,130-170,sats,39070
2013-12-01,170-220,sats,43299
2013-12-01,18-24,sats,103100
2013-12-01,2-4,sats,1848
2013-12-01,220-350,sats,95924
2013-12-01,24-30,sats,202473
2013-12-01,30-40,sats,254827
2013-12-01,350-600,sats,50068
2013-12-01,4-6,sats,1771
2013-12-01,40-50,sats,727716
2013-12-01,50-60,sats,62055
2013-12-01,6-9,sats,1639
2013-12-01,60-80,sats,56071
2013-12-01,600+,sats,3066
2013-12-01,80-100,sats,39511
2013-12-01,9-12,sats,28560
2013-12-01,$0,usd,103925
2013-12-01,$0-$0.00005,usd,7215
2013-12-01,$0.00005-$0.00008,usd,19779
2013-12-01,$0.00008-$0.0001,usd,32706
2013-12-01,$0.0001-$0.00015,usd,106297
2013-12-01,$0.00015-$0.0002,usd,162607
2013-12-01,$0.0002-$0.00025,usd,153506
2013-12-01,$0.00025-$0.0003,usd,275044
2013-12-01,$0.0003-$0.0004,usd,482898
2013-12-01,$0.0004-$0.0005,usd,219456
2013-12-01,$0.0005-$0.00065,usd,75700
2013-12-01,$0.00065-$0.0009,usd,46582
2013-12-01,$0.0009-$0.001,usd,14173
2013-12-01,$0.001-$0.0015,usd,70828
2013-12-01,$0.0015-$0.002,usd,70397
2013-12-01,$0.002-$0.003,usd,57590
2013-12-01,$0.003-$0.0045,usd,26601
2013-12-01,$0.0045-$0.007,usd,1732
2013-12-01,$0.007-$0.01,usd,570
2013-12-01,$0.01-$0.15,usd,1853
2013-12-01,$0.15+,usd,28
2014-01-01,0,sats,77095
2014-01-01,0-2,sats,2761
2014-01-01,100-130,sats,10605
2014-01-01,12-18,sats,116156
2014-01-01,130-170,sats,32508
2014-01-01,170-220,sats,38158
2014-01-01,18-24,sats,112011
2014-01-01,2-4,sats,1594
2014-01-01,220-350,sats,74765
2014-01-01,24-30,sats,186638
2014-01-01,30-40,sats,270721
2014-01-01,350-600,sats,46140
2014-01-01,4-6,sats,1686
2014-01-01,40-50,sats,651706
2014-01-01,50-60,sats,57235
2014-01-01,6-9,sats,1610
2014-01-01,60-80,sats,73085
2014-01-01,600+,sats,2189
2014-01-01,80-100,sats,23717
2014-01-01,9-12,sats,31661
2014-01-01,$0,usd,77095
2014-01-01,$0-$0.00005,usd,6097
2014-01-01,$0.00005-$0.00008,usd,2828
2014-01-01,$0.00008-$0.0001,usd,39035
2014-01-01,$0.0001-$0.00015,usd,109861
2014-01-01,$0.00015-$0.0002,usd,120990
2014-01-01,$0.0002-$0.00025,usd,182321
2014-01-01,$0.00025-$0.0003,usd,53781
2014-01-01,$0.0003-$0.0004,usd,832682
2014-01-01,$0.0004-$0.0005,usd,87567
2014-01-01,$0.0005-$0.00065,usd,59027
2014-01-01,$0.00065-$0.0009,usd,39039
2014-01-01,$0.0009-$0.001,usd,5246
2014-01-01,$0.001-$0.0015,usd,43049
2014-01-01,$0.0015-$0.002,usd,93080
2014-01-01,$0.002-$0.003,usd,13710
2014-01-01,$0.003-$0.0045,usd,44331
2014-01-01,$0.0045-$0.007,usd,415
2014-01-01,$0.007-$0.01,usd,418
2014-01-01,$0.01-$0.15,usd,1380
2014-01-01,$0.15+,usd,89
2014-02-01,0,sats,64413
2014-02-01,0-2,sats,2752
2014-02-01,100-130,sats,6763
2014-02-01,12-18,sats,136123
2014-02-01,130-170,sats,34801
2014-02-01,170-220,sats,26858
2014-02-01,18-24,sats,124275
2014-02-01,2-4,sats,1628
2014-02-01,220-350,sats,66076
2014-02-01,24-30,sats,198251
2014-02-01,30-40,sats,307549
2014-02-01,350-600,sats,18449
2014-02-01,4-6,sats,1572
2014-02-01,40-50,sats,676830
2014-02-01,50-60,sats,43398
2014-02-01,6-9,sats,1690
2014-02-01,60-80,sats,68384
2014-02-01,600+,sats,1970
2014-02-01,80-100,sats,21714
2014-02-01,9-12,sats,37860
2014-02-01,$0,usd,64413
2014-02-01,$0-$0.00005,usd,6741
2014-02-01,$0.00005-$0.00008,usd,58689
2014-02-01,$0.00008-$0.0001,usd,67929
2014-02-01,$0.0001-$0.00015,usd,166238
2014-02-01,$0.00015-$0.0002,usd,189963
2014-02-01,$0.0002-$0.00025,usd,302231
2014-02-01,$0.00025-$0.0003,usd,436010
2014-02-01,$0.0003-$0.0004,usd,299441
2014-02-01,$0.0004-$0.0005,usd,44402
2014-02-01,$0.0005-$0.00065,usd,47412
2014-02-01,$0.00065-$0.0009,usd,30520
2014-02-01,$0.0009-$0.001,usd,6656
2014-02-01,$0.001-$0.0015,usd,70419
2014-02-01,$0.0015-$0.002,usd,28322
2014-02-01,$0.002-$0.003,usd,14513
2014-02-01,$0.003-$0.0045,usd,5625
2014-02-01,$0.0045-$0.007,usd,601
2014-02-01,$0.007-$0.01,usd,281
2014-02-01,$0.01-$0.15,usd,881
2014-02-01,$0.15+,usd,69
2014-03-01,0,sats,89565
2014-03-01,0-2,sats,2427
2014-03-01,100-130,sats,6200
2014-03-01,12-18,sats,181277
2014-03-01,130-170,sats,39675
2014-03-01,170-220,sats,22870
2014-03-01,18-24,sats,136088
2014-03-01,2-4,sats,1749
2014-03-01,220-350,sats,52159
2014-03-01,24-30,sats,223360
2014-03-01,30-40,sats,339807
2014-03-01,350-600,sats,20865
2014-03-01,4-6,sats,1645
2014-03-01,40-50,sats,776866
2014-03-01,50-60,sats,58324
2014-03-01,6-9,sats,1848
2014-03-01,60-80,sats,66267
2014-03-01,600+,sats,2214
2014-03-01,80-100,sats,28041
2014-03-01,9-12,sats,46106
2014-03-01,$0,usd,89565
2014-03-01,$0-$0.00005,usd,8516
2014-03-01,$0.00005-$0.00008,usd,101270
2014-03-01,$0.00008-$0.0001,usd,104386
2014-03-01,$0.0001-$0.00015,usd,207364
2014-03-01,$0.00015-$0.0002,usd,251978
2014-03-01,$0.0002-$0.00025,usd,412539
2014-03-01,$0.00025-$0.0003,usd,607666
2014-03-01,$0.0003-$0.0004,usd,90073
2014-03-01,$0.0004-$0.0005,usd,48843
2014-03-01,$0.0005-$0.00065,usd,35564
2014-03-01,$0.00065-$0.0009,usd,34580
2014-03-01,$0.0009-$0.001,usd,8636
2014-03-01,$0.001-$0.0015,usd,67712
2014-03-01,$0.0015-$0.002,usd,7440
2014-03-01,$0.002-$0.003,usd,18500
2014-03-01,$0.003-$0.0045,usd,882
2014-03-01,$0.0045-$0.007,usd,892
2014-03-01,$0.007-$0.01,usd,245
2014-03-01,$0.01-$0.15,usd,645
2014-03-01,$0.15+,usd,57
2014-04-01,0,sats,49687
2014-04-01,0-2,sats,2342
2014-04-01,100-130,sats,5082
2014-04-01,12-18,sats,157528
2014-04-01,130-170,sats,16799
2014-04-01,170-220,sats,18119
2014-04-01,18-24,sats,136918
2014-04-01,2-4,sats,1927
2014-04-01,220-350,sats,45403
2014-04-01,24-30,sats,204742
2014-04-01,30-40,sats,309544
2014-04-01,350-600,sats,29718
2014-04-01,4-6,sats,1832
2014-04-01,40-50,sats,728110
2014-04-01,50-60,sats,52086
2014-04-01,6-9,sats,1984
2014-04-01,60-80,sats,56333
2014-04-01,600+,sats,1945
2014-04-01,80-100,sats,20937
2014-04-01,9-12,sats,44836
2014-04-01,$0,usd,49687
2014-04-01,$0-$0.00005,usd,26502
2014-04-01,$0.00005-$0.00008,usd,173116
2014-04-01,$0.00008-$0.0001,usd,83762
2014-04-01,$0.0001-$0.00015,usd,301312
2014-04-01,$0.00015-$0.0002,usd,548102
2014-04-01,$0.0002-$0.00025,usd,488578
2014-04-01,$0.00025-$0.0003,usd,26338
2014-04-01,$0.0003-$0.0004,usd,55485
2014-04-01,$0.0004-$0.0005,usd,17572
2014-04-01,$0.0005-$0.00065,usd,9906
2014-04-01,$0.00065-$0.0009,usd,23546
2014-04-01,$0.0009-$0.001,usd,19736
2014-04-01,$0.001-$0.0015,usd,31288
2014-04-01,$0.0015-$0.002,usd,23293
2014-04-01,$0.002-$0.003,usd,5785
2014-04-01,$0.003-$0.0045,usd,673
2014-04-01,$0.0045-$0.007,usd,438
2014-04-01,$0.007-$0.01,usd,251
2014-04-01,$0.01-$0.15,usd,436
2014-04-01,$0.15+,usd,66
2014-05-01,0,sats,47899
2014-05-01,0-2,sats,2981
2014-05-01,100-130,sats,4629
2014-05-01,12-18,sats,164785
2014-05-01,130-170,sats,10795
2014-05-01,170-220,sats,17901
2014-05-01,18-24,sats,164281
2014-05-01,2-4,sats,3847
2014-05-01,220-350,sats,40903
2014-05-01,24-30,sats,217699
2014-05-01,30-40,sats,356840
2014-05-01,350-600,sats,14593
2014-05-01,4-6,sats,5551
2014-05-01,40-50,sats,757787
2014-05-01,50-60,sats,57670
2014-05-01,6-9,sats,2357
2014-05-01,60-80,sats,47745
2014-05-01,600+,sats,1815
2014-05-01,80-100,sats,21122
2014-05-01,9-12,sats,47350
2014-05-01,$0,usd,47899
2014-05-01,$0-$0.00005,usd,29998
2014-05-01,$0.00005-$0.00008,usd,168894
2014-05-01,$0.00008-$0.0001,usd,84602
2014-05-01,$0.0001-$0.00015,usd,305939
2014-05-01,$0.00015-$0.0002,usd,594880
2014-05-01,$0.0002-$0.00025,usd,415464
2014-05-01,$0.00025-$0.0003,usd,174496
2014-05-01,$0.0003-$0.0004,usd,48581
2014-05-01,$0.0004-$0.0005,usd,22369
2014-05-01,$0.0005-$0.00065,usd,12346
2014-05-01,$0.00065-$0.0009,usd,18415
2014-05-01,$0.0009-$0.001,usd,19005
2014-05-01,$0.001-$0.0015,usd,28640
2014-05-01,$0.0015-$0.002,usd,11817
2014-05-01,$0.002-$0.003,usd,3381
2014-05-01,$0.003-$0.0045,usd,602
2014-05-01,$0.0045-$0.007,usd,483
2014-05-01,$0.007-$0.01,usd,221
2014-05-01,$0.01-$0.15,usd,456
2014-05-01,$0.15+,usd,62
2014-06-01,0,sats,50448
2014-06-01,0-2,sats,2855
2014-06-01,100-130,sats,5122
2014-06-01,12-18,sats,144825
2014-06-01,130-170,sats,7702
2014-06-01,170-220,sats,15931
2014-06-01,18-24,sats,140598
2014-06-01,2-4,sats,2434
2014-06-01,220-350,sats,31956
2014-06-01,24-30,sats,204997
2014-06-01,30-40,sats,348025
2014-06-01,350-600,sats,6634
2014-06-01,4-6,sats,3689
2014-06-01,40-50,sats,675391
2014-06-01,50-60,sats,58140
2014-06-01,6-9,sats,2363
2014-06-01,60-80,sats,42832
2014-06-01,600+,sats,1278
2014-06-01,80-100,sats,20572
2014-06-01,9-12,sats,46261
2014-06-01,$0,usd,50448
2014-06-01,$0-$0.00005,usd,10364
2014-06-01,$0.00005-$0.00008,usd,86412
2014-06-01,$0.00008-$0.0001,usd,80024
2014-06-01,$0.0001-$0.00015,usd,177585
2014-06-01,$0.00015-$0.0002,usd,218990
2014-06-01,$0.0002-$0.00025,usd,277310
2014-06-01,$0.00025-$0.0003,usd,700700
2014-06-01,$0.0003-$0.0004,usd,82309
2014-06-01,$0.0004-$0.0005,usd,29123
2014-06-01,$0.0005-$0.00065,usd,31793
2014-06-01,$0.00065-$0.0009,usd,9461
2014-06-01,$0.0009-$0.001,usd,1712
2014-06-01,$0.001-$0.0015,usd,45569
2014-06-01,$0.0015-$0.002,usd,2072
2014-06-01,$0.002-$0.003,usd,6584
2014-06-01,$0.003-$0.0045,usd,583
2014-06-01,$0.0045-$0.007,usd,504
2014-06-01,$0.007-$0.01,usd,136
2014-06-01,$0.01-$0.15,usd,320
2014-06-01,$0.15+,usd,54
2014-07-01,0,sats,52995
2014-07-01,0-2,sats,3160
2014-07-01,100-130,sats,4271
2014-07-01,12-18,sats,154978
2014-07-01,130-170,sats,5825
2014-07-01,170-220,sats,13724
2014-07-01,18-24,sats,156504
2014-07-01,2-4,sats,2576
2014-07-01,220-350,sats,23087
2014-07-01,24-30,sats,215556
2014-07-01,30-40,sats,375495
2014-07-01,350-600,sats,8117
2014-07-01,4-6,sats,4250
2014-07-01,40-50,sats,726491
2014-07-01,50-60,sats,60473
2014-07-01,6-9,sats,2568
2014-07-01,60-80,sats,41287
2014-07-01,600+,sats,1357
2014-07-01,80-100,sats,22793
2014-07-01,9-12,sats,52033
2014-07-01,$0,usd,52995
2014-07-01,$0-$0.00005,usd,11597
2014-07-01,$0.00005-$0.00008,usd,95727
2014-07-01,$0.00008-$0.0001,usd,78300
2014-07-01,$0.0001-$0.00015,usd,200493
2014-07-01,$0.00015-$0.0002,usd,228608
2014-07-01,$0.0002-$0.00025,usd,353983
2014-07-01,$0.00025-$0.0003,usd,722263
2014-07-01,$0.0003-$0.0004,usd,65800
2014-07-01,$0.0004-$0.0005,usd,36812
2014-07-01,$0.0005-$0.00065,usd,25692
2014-07-01,$0.00065-$0.0009,usd,7651
2014-07-01,$0.0009-$0.001,usd,1038
2014-07-01,$0.001-$0.0015,usd,35300
2014-07-01,$0.0015-$0.002,usd,1561
2014-07-01,$0.002-$0.003,usd,7954
2014-07-01,$0.003-$0.0045,usd,529
2014-07-01,$0.0045-$0.007,usd,489
2014-07-01,$0.007-$0.01,usd,228
2014-07-01,$0.01-$0.15,usd,504
2014-07-01,$0.15+,usd,16
2014-08-01,0,sats,52859
2014-08-01,0-2,sats,3457
2014-08-01,100-130,sats,4103
2014-08-01,12-18,sats,173971
2014-08-01,130-170,sats,5319
2014-08-01,170-220,sats,5070
2014-08-01,18-24,sats,178381
2014-08-01,2-4,sats,3946
2014-08-01,220-350,sats,16137
2014-08-01,24-30,sats,252454
2014-08-01,30-40,sats,447392
2014-08-01,350-600,sats,7036
2014-08-01,4-6,sats,4689
2014-08-01,40-50,sats,758936
2014-08-01,50-60,sats,68682
2014-08-01,6-9,sats,3043
2014-08-01,60-80,sats,30631
2014-08-01,600+,sats,999
2014-08-01,80-100,sats,32590
2014-08-01,9-12,sats,57400
2014-08-01,$0,usd,52859
2014-08-01,$0-$0.00005,usd,16246
2014-08-01,$0.00005-$0.00008,usd,158501
2014-08-01,$0.00008-$0.0001,usd,97804
2014-08-01,$0.0001-$0.00015,usd,327848
2014-08-01,$0.00015-$0.0002,usd,328286
2014-08-01,$0.0002-$0.00025,usd,706123
2014-08-01,$0.00025-$0.0003,usd,294931
2014-08-01,$0.0003-$0.0004,usd,37358
2014-08-01,$0.0004-$0.0005,usd,35487
2014-08-01,$0.0005-$0.00065,usd,16432
2014-08-01,$0.00065-$0.0009,usd,5436
2014-08-01,$0.0009-$0.001,usd,2693
2014-08-01,$0.001-$0.0015,usd,18319
2014-08-01,$0.0015-$0.002,usd,2693
2014-08-01,$0.002-$0.003,usd,4956
2014-08-01,$0.003-$0.0045,usd,324
2014-08-01,$0.0045-$0.007,usd,250
2014-08-01,$0.007-$0.01,usd,119
2014-08-01,$0.01-$0.15,usd,414
2014-08-01,$0.15+,usd,16
2014-09-01,0,sats,44159
2014-09-01,0-2,sats,3761
2014-09-01,100-130,sats,4216
2014-09-01,12-18,sats,175968
2014-09-01,130-170,sats,4936
2014-09-01,170-220,sats,4835
2014-09-01,18-24,sats,170216
2014-09-01,2-4,sats,4773
2014-09-01,220-350,sats,12946
2014-09-01,24-30,sats,248354
2014-09-01,30-40,sats,488668
2014-09-01,350-600,sats,7709
2014-09-01,4-6,sats,4266
2014-09-01,40-50,sats,769245
2014-09-01,50-60,sats,74645
2014-09-01,6-9,sats,3218
2014-09-01,60-80,sats,27997
2014-09-01,600+,sats,1068
2014-09-01,80-100,sats,24794
2014-09-01,9-12,sats,64084
2014-09-01,$0,usd,44159
2014-09-01,$0-$0.00005,usd,62274
2014-09-01,$0.00005-$0.00008,usd,204560
2014-09-01,$0.00008-$0.0001,usd,111520
2014-09-01,$0.0001-$0.00015,usd,367612
2014-09-01,$0.00015-$0.0002,usd,771058
2014-09-01,$0.0002-$0.00025,usd,476154
2014-09-01,$0.00025-$0.0003,usd,20493
2014-09-01,$0.0003-$0.0004,usd,32110
2014-09-01,$0.0004-$0.0005,usd,16444
2014-09-01,$0.0005-$0.00065,usd,5765
2014-09-01,$0.00065-$0.0009,usd,6069
2014-09-01,$0.0009-$0.001,usd,4403
2014-09-01,$0.001-$0.0015,usd,8605
2014-09-01,$0.0015-$0.002,usd,5658
2014-09-01,$0.002-$0.003,usd,1993
2014-09-01,$0.003-$0.0045,usd,382
2014-09-01,$0.0045-$0.007,usd,204
2014-09-01,$0.007-$0.01,usd,133
2014-09-01,$0.01-$0.15,usd,251
2014-09-01,$0.15+,usd,11
2014-10-01,0,sats,45042
2014-10-01,0-2,sats,4171
2014-10-01,100-130,sats,8646
2014-10-01,12-18,sats,196081
2014-10-01,130-170,sats,7108
2014-10-01,170-220,sats,5937
2014-10-01,18-24,sats,183427
2014-10-01,2-4,sats,9306
2014-10-01,220-350,sats,15097
2014-10-01,24-30,sats,262864
2014-10-01,30-40,sats,559339
2014-10-01,350-600,sats,9207
2014-10-01,4-6,sats,6945
2014-10-01,40-50,sats,862778
2014-10-01,50-60,sats,73472
2014-10-01,6-9,sats,3757
2014-10-01,60-80,sats,27218
2014-10-01,600+,sats,1604
2014-10-01,80-100,sats,34014
2014-10-01,9-12,sats,69529
2014-10-01,$0,usd,45042
2014-10-01,$0-$0.00005,usd,175334
2014-10-01,$0.00005-$0.00008,usd,222491
2014-10-01,$0.00008-$0.0001,usd,247963
2014-10-01,$0.0001-$0.00015,usd,749448
2014-10-01,$0.00015-$0.0002,usd,817290
2014-10-01,$0.0002-$0.00025,usd,24443
2014-10-01,$0.00025-$0.0003,usd,24431
2014-10-01,$0.0003-$0.0004,usd,34052
2014-10-01,$0.0004-$0.0005,usd,8401
2014-10-01,$0.0005-$0.00065,usd,5970
2014-10-01,$0.00065-$0.0009,usd,16791
2014-10-01,$0.0009-$0.001,usd,1189
2014-10-01,$0.001-$0.0015,usd,6014
2014-10-01,$0.0015-$0.002,usd,4953
2014-10-01,$0.002-$0.003,usd,517
2014-10-01,$0.003-$0.0045,usd,461
2014-10-01,$0.0045-$0.007,usd,303
2014-10-01,$0.007-$0.01,usd,179
2014-10-01,$0.01-$0.15,usd,267
2014-10-01,$0.15+,usd,3
2014-11-01,0,sats,51660
2014-11-01,0-2,sats,7213
2014-11-01,100-130,sats,3955
2014-11-01,12-18,sats,217928
2014-11-01,130-170,sats,5357
2014-11-01,170-220,sats,4273
2014-11-01,18-24,sats,222506
2014-11-01,2-4,sats,19295
2014-11-01,220-350,sats,13487
2014-11-01,24-30,sats,280355
2014-11-01,30-40,sats,623034
2014-11-01,350-600,sats,10439
2014-11-01,4-6,sats,31454
2014-11-01,40-50,sats,821728
2014-11-01,50-60,sats,72165
2014-11-01,6-9,sats,4513
2014-11-01,60-80,sats,22926
2014-11-01,600+,sats,1315
2014-11-01,80-100,sats,23544
2014-11-01,9-12,sats,70988
2014-11-01,$0,usd,51660
2014-11-01,$0-$0.00005,usd,215807
2014-11-01,$0.00005-$0.00008,usd,255602
2014-11-01,$0.00008-$0.0001,usd,279710
2014-11-01,$0.0001-$0.00015,usd,770778
2014-11-01,$0.00015-$0.0002,usd,829972
2014-11-01,$0.0002-$0.00025,usd,23611
2014-11-01,$0.00025-$0.0003,usd,21563
2014-11-01,$0.0003-$0.0004,usd,22040
2014-11-01,$0.0004-$0.0005,usd,4667
2014-11-01,$0.0005-$0.00065,usd,3901
2014-11-01,$0.00065-$0.0009,usd,14184
2014-11-01,$0.0009-$0.001,usd,1882
2014-11-01,$0.001-$0.0015,usd,5335
2014-11-01,$0.0015-$0.002,usd,6005
2014-11-01,$0.002-$0.003,usd,423
2014-11-01,$0.003-$0.0045,usd,419
2014-11-01,$0.0045-$0.007,usd,196
2014-11-01,$0.007-$0.01,usd,135
2014-11-01,$0.01-$0.15,usd,235
2014-11-01,$0.15+,usd,10
2014-12-01,0,sats,47081
2014-12-01,0-2,sats,10407
2014-12-01,100-130,sats,4070
2014-12-01,12-18,sats,274284
2014-12-01,130-170,sats,6383
2014-12-01,170-220,sats,4589
2014-12-01,18-24,sats,400428
2014-12-01,2-4,sats,22203
2014-12-01,220-350,sats,18440
2014-12-01,24-30,sats,313390
2014-12-01,30-40,sats,533899
2014-12-01,350-600,sats,14329
2014-12-01,4-6,sats,38806
2014-12-01,40-50,sats,807501
2014-12-01,50-60,sats,62153
2014-12-01,6-9,sats,4527
2014-12-01,60-80,sats,24043
2014-12-01,600+,sats,6494
2014-12-01,80-100,sats,24852
2014-12-01,9-12,sats,81581
2014-12-01,$0,usd,47081
2014-12-01,$0-$0.00005,usd,293321
2014-12-01,$0.00005-$0.00008,usd,478445
2014-12-01,$0.00008-$0.0001,usd,326938
2014-12-01,$0.0001-$0.00015,usd,999540
2014-12-01,$0.00015-$0.0002,usd,447967
2014-12-01,$0.0002-$0.00025,usd,14723
2014-12-01,$0.00025-$0.0003,usd,25798
2014-12-01,$0.0003-$0.0004,usd,14002
2014-12-01,$0.0004-$0.0005,usd,5393
2014-12-01,$0.0005-$0.00065,usd,4566
2014-12-01,$0.00065-$0.0009,usd,19316
2014-12-01,$0.0009-$0.001,usd,849
2014-12-01,$0.001-$0.0015,usd,9862
2014-12-01,$0.0015-$0.002,usd,5317
2014-12-01,$0.002-$0.003,usd,1739
2014-12-01,$0.003-$0.0045,usd,2098
2014-12-01,$0.0045-$0.007,usd,1714
2014-12-01,$0.007-$0.01,usd,529
2014-12-01,$0.01-$0.15,usd,260
2014-12-01,$0.15+,usd,2
2015-01-01,0,sats,55940
2015-01-01,0-2,sats,11504
2015-01-01,100-130,sats,7288
2015-01-01,12-18,sats,295096
2015-01-01,130-170,sats,6149
2015-01-01,170-220,sats,4121
2015-01-01,18-24,sats,426938
2015-01-01,2-4,sats,70089
2015-01-01,220-350,sats,19165
2015-01-01,24-30,sats,348015
2015-01-01,30-40,sats,452416
2015-01-01,350-600,sats,14345
2015-01-01,4-6,sats,41130
2015-01-01,40-50,sats,903479
2015-01-01,50-60,sats,99544
2015-01-01,6-9,sats,6236
2015-01-01,60-80,sats,25247
2015-01-01,600+,sats,2864
2015-01-01,80-100,sats,27129
2015-01-01,9-12,sats,69765
2015-01-01,$0,usd,55940
2015-01-01,$0-$0.00005,usd,671407
2015-01-01,$0.00005-$0.00008,usd,652556
2015-01-01,$0.00008-$0.0001,usd,484942
2015-01-01,$0.0001-$0.00015,usd,904219
2015-01-01,$0.00015-$0.0002,usd,36536
2015-01-01,$0.0002-$0.00025,usd,23825
2015-01-01,$0.00025-$0.0003,usd,9357
2015-01-01,$0.0003-$0.0004,usd,7127
2015-01-01,$0.0004-$0.0005,usd,7517
2015-01-01,$0.0005-$0.00065,usd,12469
2015-01-01,$0.00065-$0.0009,usd,4956
2015-01-01,$0.0009-$0.001,usd,2895
2015-01-01,$0.001-$0.0015,usd,9769
2015-01-01,$0.0015-$0.002,usd,895
2015-01-01,$0.002-$0.003,usd,1173
2015-01-01,$0.003-$0.0045,usd,213
2015-01-01,$0.0045-$0.007,usd,171
2015-01-01,$0.007-$0.01,usd,147
2015-01-01,$0.01-$0.15,usd,340
2015-01-01,$0.15+,usd,6
2015-02-01,0,sats,43724
2015-02-01,0-2,sats,16313
2015-02-01,100-130,sats,4325
2015-02-01,12-18,sats,286492
2015-02-01,130-170,sats,4860
2015-02-01,170-220,sats,3725
2015-02-01,18-24,sats,391487
2015-02-01,2-4,sats,42059
2015-02-01,220-350,sats,18556
2015-02-01,24-30,sats,382076
2015-02-01,30-40,sats,367614
2015-02-01,350-600,sats,12774
2015-02-01,4-6,sats,42002
2015-02-01,40-50,sats,793559
2015-02-01,50-60,sats,115346
2015-02-01,6-9,sats,5453
2015-02-01,60-80,sats,27577
2015-02-01,600+,sats,1314
2015-02-01,80-100,sats,23583
2015-02-01,9-12,sats,74419
2015-02-01,$0,usd,43724
2015-02-01,$0-$0.00005,usd,636310
2015-02-01,$0.00005-$0.00008,usd,624599
2015-02-01,$0.00008-$0.0001,usd,532857
2015-02-01,$0.0001-$0.00015,usd,727000
2015-02-01,$0.00015-$0.0002,usd,28678
2015-02-01,$0.0002-$0.00025,usd,19831
2015-02-01,$0.00025-$0.0003,usd,3533
2015-02-01,$0.0003-$0.0004,usd,4323
2015-02-01,$0.0004-$0.0005,usd,7298
2015-02-01,$0.0005-$0.00065,usd,13666
2015-02-01,$0.00065-$0.0009,usd,2622
2015-02-01,$0.0009-$0.001,usd,4128
2015-02-01,$0.001-$0.0015,usd,7418
2015-02-01,$0.0015-$0.002,usd,243
2015-02-01,$0.002-$0.003,usd,346
2015-02-01,$0.003-$0.0045,usd,218
2015-02-01,$0.0045-$0.007,usd,217
2015-02-01,$0.007-$0.01,usd,89
2015-02-01,$0.01-$0.15,usd,152
2015-02-01,$0.15+,usd,6
2015-03-01,0,sats,37138
2015-03-01,0-2,sats,40275
2015-03-01,100-130,sats,9036
2015-03-01,12-18,sats,313505
2015-03-01,130-170,sats,8622
2015-03-01,170-220,sats,4651
2015-03-01,18-24,sats,432063
2015-03-01,2-4,sats,79335
2015-03-01,220-350,sats,19820
2015-03-01,24-30,sats,470765
2015-03-01,30-40,sats,422494
2015-03-01,350-600,sats,21662
2015-03-01,4-6,sats,60000
2015-03-01,40-50,sats,830514
2015-03-01,50-60,sats,111618
2015-03-01,6-9,sats,6618
2015-03-01,60-80,sats,46950
2015-03-01,600+,sats,1327
2015-03-01,80-100,sats,49739
2015-03-01,9-12,sats,79675
2015-03-01,$0,usd,37138
2015-03-01,$0-$0.00005,usd,616645
2015-03-01,$0.00005-$0.00008,usd,854148
2015-03-01,$0.00008-$0.0001,usd,149355
2015-03-01,$0.0001-$0.00015,usd,1203462
2015-03-01,$0.00015-$0.0002,usd,39397
2015-03-01,$0.0002-$0.00025,usd,67068
2015-03-01,$0.00025-$0.0003,usd,19076
2015-03-01,$0.0003-$0.0004,usd,9947
2015-03-01,$0.0004-$0.0005,usd,3579
2015-03-01,$0.0005-$0.00065,usd,16145
2015-03-01,$0.00065-$0.0009,usd,6576
2015-03-01,$0.0009-$0.001,usd,1126
2015-03-01,$0.001-$0.0015,usd,20665
2015-03-01,$0.0015-$0.002,usd,289
2015-03-01,$0.002-$0.003,usd,376
2015-03-01,$0.003-$0.0045,usd,259
2015-03-01,$0.0045-$0.007,usd,197
2015-03-01,$0.007-$0.01,usd,81
2015-03-01,$0.01-$0.15,usd,275
2015-03-01,$0.15+,usd,3
2015-04-01,0,sats,33189
2015-04-01,0-2,sats,45226
2015-04-01,100-130,sats,27980
2015-04-01,12-18,sats,272078
2015-04-01,130-170,sats,15197
2015-04-01,170-220,sats,8122
2015-04-01,18-24,sats,244355
2015-04-01,2-4,sats,94474
2015-04-01,220-350,sats,18935
2015-04-01,24-30,sats,720135
2015-04-01,30-40,sats,398851
2015-04-01,350-600,sats,31285
2015-04-01,4-6,sats,64530
2015-04-01,40-50,sats,902695
2015-04-01,50-60,sats,147563
2015-04-01,6-9,sats,6758
2015-04-01,60-80,sats,27211
2015-04-01,600+,sats,1195
2015-04-01,80-100,sats,55480
2015-04-01,9-12,sats,76105
2015-04-01,$0,usd,33189
2015-04-01,$0-$0.00005,usd,709891
2015-04-01,$0.00005-$0.00008,usd,838053
2015-04-01,$0.00008-$0.0001,usd,600073
2015-04-01,$0.0001-$0.00015,usd,829210
2015-04-01,$0.00015-$0.0002,usd,30841
2015-04-01,$0.0002-$0.00025,usd,51847
